experiment,dgp,n,p,B,min_leaf,rep,method,mse,mse_true,chosen
anchor,dgp1,1200,10,10,5,7,selected,1.2028439025881192,0.11239702381420098,depth 1
anchor,dgp1,1200,10,10,5,7,oracle depth,,0.10966301379777682,
anchor,dgp1,1200,10,10,5,8,RF,1.341739194433698,0.11944849200013313,
anchor,dgp1,1200,10,10,5,8,tree,1.3023012595722379,0.09443969820034179,
anchor,dgp1,1200,10,10,5,8,depth 1,1.2993505065856505,0.08939367702883518,
anchor,dgp1,1200,10,10,5,8,depth 2,1.2981293850411415,0.08488783362450929,
anchor,dgp1,1200,10,10,5,8,depth 3,1.3003600261231862,0.08575807328482309,
anchor,dgp1,1200,10,10,5,8,selected,1.2981293850411415,0.08488783362450929,depth 2
anchor,dgp1,1200,10,10,5,8,oracle depth,,0.08488783362450929,
anchor,dgp1,1200,10,10,5,9,RF,1.3757397176020225,0.1548022558697292,
anchor,dgp1,1200,10,10,5,9,tree,1.3503650527127946,0.1275990575820836,
anchor,dgp1,1200,10,10,5,9,depth 1,1.3459982348663093,0.12230048450321802,
anchor,dgp1,1200,10,10,5,9,depth 2,1.3411712798800965,0.11978814005590288,
anchor,dgp1,1200,10,10,5,9,depth 3,1.3445372361201766,0.1219098925525318,
anchor,dgp1,1200,10,10,5,9,selected,1.3459982348663093,0.12230048450321802,depth 1
anchor,dgp1,1200,10,10,5,9,oracle depth,,0.11978814005590288,
anchor,dgp1,1200,10,10,5,10,RF,1.3329810575917573,0.13472957196698432,
anchor,dgp1,1200,10,10,5,10,tree,1.2929208314575409,0.10522332035811045,
anchor,dgp1,1200,10,10,5,10,depth 1,1.289865795161861,0.10340268356077907,
anchor,dgp1,1200,10,10,5,10,depth 2,1.2883148140992653,0.10163718318773994,
anchor,dgp1,1200,10,10,5,10,depth 3,1.2859818779373062,0.09888616129852737,
anchor,dgp1,1200,10,10,5,10,selected,1.289865795161861,0.10340268356077907,depth 1
anchor,dgp1,1200,10,10,5,10,oracle depth,,0.09888616129852737,
anchor,dgp1,1200,10,10,5,11,RF,1.3592091926663519,0.13121704554937502,
anchor,dgp1,1200,10,10,5,11,tree,1.332256353617531,0.10570319878373541,
anchor,dgp1,1200,10,10,5,11,depth 1,1.3270499385974102,0.10227325036500834,
anchor,dgp1,1200,10,10,5,11,depth 2,1.3220223058986404,0.09817958308844231,
anchor,dgp1,1200,10,10,5,11,depth 3,1.325675610922179,0.09994416590283868,
anchor,dgp1,1200,10,10,5,11,selected,1.3220223058986404,0.09817958308844231,depth 2
anchor,dgp1,1200,10,10,5,11,oracle depth,,0.09817958308844231,
anchor,dgp1,1200,10,10,5,12,RF,1.2828458572642907,0.14171915240430225,
anchor,dgp1,1200,10,10,5,12,tree,1.245165914245164,0.10240331953084952,
anchor,dgp1,1200,10,10,5,12,depth 1,1.2401949051991172,0.09761980621382683,
anchor,dgp1,1200,10,10,5,12,depth 2,1.2396173539685535,0.1004574895488879,
anchor,dgp1,1200,10,10,5,12,depth 3,1.2397971352505375,0.10081394415402262,
anchor,dgp1,1200,10,10,5,12,selected,1.2397971352505375,0.10081394415402262,depth 3
anchor,dgp1,1200,10,10,5,12,oracle depth,,0.09761980621382683,
anchor,dgp1,1200,10,10,5,13,RF,1.4388333616351823,0.11190906791605341,
anchor,dgp1,1200,10,10,5,13,tree,1.417871699194011,0.08618624646191025,
anchor,dgp1,1200,10,10,5,13,depth 1,1.4125818798044123,0.08227601598483454,
anchor,dgp1,1200,10,10,5,13,depth 2,1.4088657918865861,0.08086648996870355,
anchor,dgp1,1200,10,10,5,13,depth 3,1.4094740570269142,0.08101103133677492,
anchor,dgp1,1200,10,10,5,13,selected,1.4125818798044123,0.08227601598483454,depth 1
anchor,dgp1,1200,10,10,5,13,oracle depth,,0.08086648996870355,
anchor,dgp1,1200,10,10,5,14,RF,1.3412589939669166,0.12663325768781025,
anchor,dgp1,1200,10,10,5,14,tree,1.3131868378730949,0.09368750758318523,
anchor,dgp1,1200,10,10,5,14,depth 1,1.3100660152104278,0.09179339749627798,
anchor,dgp1,1200,10,10,5,14,depth 2,1.3094387589976932,0.09033409516050468,
anchor,dgp1,1200,10,10,5,14,depth 3,1.3109121016893246,0.09200473514606546,
anchor,dgp1,1200,10,10,5,14,selected,1.3100660152104278,0.09179339749627798,depth 1
anchor,dgp1,1200,10,10,5,14,oracle depth,,0.09033409516050468,
anchor,dgp1,1200,10,10,5,15,RF,1.4161275701760818,0.1407098291278769,
anchor,dgp1,1200,10,10,5,15,tree,1.378765226337657,0.10472882180743519,
anchor,dgp1,1200,10,10,5,15,depth 1,1.376367160778632,0.10280916155336829,
anchor,dgp1,1200,10,10,5,15,depth 2,1.375342398792005,0.10259439658990399,
anchor,dgp1,1200,10,10,5,15,depth 3,1.377745605355961,0.10378074279861849,
anchor,dgp1,1200,10,10,5,15,selected,1.375342398792005,0.10259439658990399,depth 2
anchor,dgp1,1200,10,10,5,15,oracle depth,,0.10259439658990399,
anchor,dgp1,1200,10,10,5,16,RF,1.421089751874211,0.12735158382278156,
anchor,dgp1,1200,10,10,5,16,tree,1.3914614540078365,0.09874341215603485,
anchor,dgp1,1200,10,10,5,16,depth 1,1.3856191148579147,0.09402447190080379,
anchor,dgp1,1200,10,10,5,16,depth 2,1.3838654285934606,0.09080751514478762,
anchor,dgp1,1200,10,10,5,16,depth 3,1.3847311977899868,0.09120856537046412,
anchor,dgp1,1200,10,10,5,16,selected,1.3856191148579147,0.09402447190080379,depth 1
anchor,dgp1,1200,10,10,5,16,oracle depth,,0.09080751514478762,
anchor,dgp1,1200,10,10,5,17,RF,1.256377913560993,0.1203137774446368,
anchor,dgp1,1200,10,10,5,17,tree,1.231845525364273,0.09395546339532025,
anchor,dgp1,1200,10,10,5,17,depth 1,1.2287733636602105,0.0923247125535919,
anchor,dgp1,1200,10,10,5,17,depth 2,1.2285122711348828,0.09088737045375558,
anchor,dgp1,1200,10,10,5,17,depth 3,1.2305465157258206,0.09278710324794494,
anchor,dgp1,1200,10,10,5,17,selected,1.2287733636602105,0.0923247125535919,depth 1
anchor,dgp1,1200,10,10,5,17,oracle depth,,0.09088737045375558,
anchor,dgp1,1200,10,10,5,18,RF,1.3661808655919607,0.12260610650050609,
anchor,dgp1,1200,10,10,5,18,tree,1.3566057759568193,0.1002095990321476,
anchor,dgp1,1200,10,10,5,18,depth 1,1.35043204236947,0.09483232459642661,
anchor,dgp1,1200,10,10,5,18,depth 2,1.3489147386005103,0.09372000325164394,
anchor,dgp1,1200,10,10,5,18,depth 3,1.3469337290242744,0.09236150348001354,
anchor,dgp1,1200,10,10,5,18,selected,1.3469337290242744,0.09236150348001354,depth 3
anchor,dgp1,1200,10,10,5,18,oracle depth,,0.09236150348001354,
anchor,dgp1,1200,10,10,5,19,RF,1.267704500092423,0.12896300259417123,
anchor,dgp1,1200,10,10,5,19,tree,1.2396235970853493,0.10061642070925093,
anchor,dgp1,1200,10,10,5,19,depth 1,1.2365837824487198,0.09759850335404148,
anchor,dgp1,1200,10,10,5,19,depth 2,1.2319681311818316,0.09440541103252881,
anchor,dgp1,1200,10,10,5,19,depth 3,1.2309049144839785,0.09457637287122751,
anchor,dgp1,1200,10,10,5,19,selected,1.2319681311818316,0.09440541103252881,depth 2
anchor,dgp1,1200,10,10,5,19,oracle depth,,0.09440541103252881,
anchor,dgp1,1200,10,500,5,0,RF,1.1764577203026352,0.05381398610720447,
anchor,dgp1,1200,10,500,5,0,tree,1.1779276299337929,0.051709418514435126,
anchor,dgp1,1200,10,500,5,0,depth 1,1.1724248636304506,0.04783027202537096,
anchor,dgp1,1200,10,500,5,0,depth 2,1.1700190167773954,0.046466658927548206,
anchor,dgp1,1200,10,500,5,0,depth 3,1.1696333451771257,0.046424352290075896,
anchor,dgp1,1200,10,500,5,0,selected,1.1700190167773954,0.046466658927548206,depth 2
anchor,dgp1,1200,10,500,5,0,oracle depth,,0.046424352290075896,
anchor,dgp1,1200,10,500,5,1,RF,1.22692309247263,0.06192134051718264,
anchor,dgp1,1200,10,500,5,1,tree,1.2262837189212061,0.056808352362684916,
anchor,dgp1,1200,10,500,5,1,depth 1,1.2204819858872666,0.05388647472851759,
anchor,dgp1,1200,10,500,5,1,depth 2,1.2189412672402247,0.05354271705650598,
anchor,dgp1,1200,10,500,5,1,depth 3,1.218973453822602,0.05413951394745188,
anchor,dgp1,1200,10,500,5,1,selected,1.2189412672402247,0.05354271705650598,depth 2
anchor,dgp1,1200,10,500,5,1,oracle depth,,0.05354271705650598,
anchor,dgp1,1200,10,500,5,2,RF,1.2157039397075045,0.054559214742610926,
anchor,dgp1,1200,10,500,5,2,tree,1.2075724915757113,0.048470515217462415,
anchor,dgp1,1200,10,500,5,2,depth 1,1.2071777222302074,0.04732880377631765,
anchor,dgp1,1200,10,500,5,2,depth 2,1.2070632755564048,0.04730531955023336,
anchor,dgp1,1200,10,500,5,2,depth 3,1.2071350134731664,0.04734873016901302,
anchor,dgp1,1200,10,500,5,2,selected,1.2071350134731664,0.04734873016901302,depth 3
anchor,dgp1,1200,10,500,5,2,oracle depth,,0.04730531955023336,
anchor,dgp1,1200,10,500,5,3,RF,1.3005226098216924,0.0628610176375263,
anchor,dgp1,1200,10,500,5,3,tree,1.3054989570991924,0.06710561529602987,
anchor,dgp1,1200,10,500,5,3,depth 1,1.2993402591367622,0.06131726090093036,
anchor,dgp1,1200,10,500,5,3,depth 2,1.2968981623881928,0.059166848748456555,
anchor,dgp1,1200,10,500,5,3,depth 3,1.2959265699102651,0.0583951340468149,
anchor,dgp1,1200,10,500,5,3,selected,1.2993402591367622,0.06131726090093036,depth 1
anchor,dgp1,1200,10,500,5,3,oracle depth,,0.0583951340468149,
anchor,dgp1,1200,10,500,5,4,RF,1.279931529213407,0.06158723494210536,
anchor,dgp1,1200,10,500,5,4,tree,1.2900602657950662,0.06399765609134814,
anchor,dgp1,1200,10,500,5,4,depth 1,1.2827522781477463,0.05830021440758985,
anchor,dgp1,1200,10,500,5,4,depth 2,1.2799472869835042,0.05641097108727297,
anchor,dgp1,1200,10,500,5,4,depth 3,1.2789952942833498,0.055994074806193186,
anchor,dgp1,1200,10,500,5,4,selected,1.2799472869835042,0.05641097108727297,depth 2
anchor,dgp1,1200,10,500,5,4,oracle depth,,0.055994074806193186,
anchor,dgp1,1200,10,500,5,5,RF,1.1610563003173482,0.05922654128428752,
anchor,dgp1,1200,10,500,5,5,tree,1.1596647705736234,0.05785457456080352,
anchor,dgp1,1200,10,500,5,5,depth 1,1.1565568717793473,0.053843601468420293,
anchor,dgp1,1200,10,500,5,5,depth 2,1.1558245316109632,0.053007150072567545,
anchor,dgp1,1200,10,500,5,5,depth 3,1.1558468627966465,0.05305431554919914,
anchor,dgp1,1200,10,500,5,5,selected,1.1558468627966465,0.05305431554919914,depth 3
anchor,dgp1,1200,10,500,5,5,oracle depth,,0.053007150072567545,
anchor,dgp1,1200,10,500,5,6,RF,1.197254006671647,0.04975461428858187,
anchor,dgp1,1200,10,500,5,6,tree,1.1905022837421955,0.044284664014633775,
anchor,dgp1,1200,10,500,5,6,depth 1,1.189593052163641,0.042832392722814326,
anchor,dgp1,1200,10,500,5,6,depth 2,1.1892641376716968,0.042624263302447035,
anchor,dgp1,1200,10,500,5,6,depth 3,1.1894215079026453,0.04285830644658679,
anchor,dgp1,1200,10,500,5,6,selected,1.1892641376716968,0.042624263302447035,depth 2
anchor,dgp1,1200,10,500,5,6,oracle depth,,0.042624263302447035,
anchor,dgp1,1200,10,500,5,7,RF,1.222790004373539,0.054510111922351126,
anchor,dgp1,1200,10,500,5,7,tree,1.2179481212019494,0.050776234760956794,
anchor,dgp1,1200,10,500,5,7,depth 1,1.2148966870863238,0.04825013714637898,
anchor,dgp1,1200,10,500,5,7,depth 2,1.2140641448983096,0.0476323014311788,
anchor,dgp1,1200,10,500,5,7,depth 3,1.2143529707010132,0.04799766911301084,
anchor,dgp1,1200,10,500,5,7,selected,1.2143529707010132,0.04799766911301084,depth 3
anchor,dgp1,1200,10,500,5,7,oracle depth,,0.0476323014311788,
anchor,dgp1,1200,10,500,5,8,RF,1.2207127305649288,0.06250162478712439,
anchor,dgp1,1200,10,500,5,8,tree,1.2148205199061106,0.05749541470003292,
anchor,dgp1,1200,10,500,5,8,depth 1,1.2136425765557226,0.054842581133676446,
anchor,dgp1,1200,10,500,5,8,depth 2,1.214035472503945,0.05422678313425657,
anchor,dgp1,1200,10,500,5,8,depth 3,1.2145667602659784,0.054518770659961496,
anchor,dgp1,1200,10,500,5,8,selected,1.2145667602659784,0.054518770659961496,depth 3
anchor,dgp1,1200,10,500,5,8,oracle depth,,0.05422678313425657,
anchor,dgp1,1200,10,500,5,9,RF,1.1586342386146917,0.056562808145448173,
anchor,dgp1,1200,10,500,5,9,tree,1.166817609683866,0.05779985091047907,
anchor,dgp1,1200,10,500,5,9,depth 1,1.160751289744128,0.05381927116801457,
anchor,dgp1,1200,10,500,5,9,depth 2,1.157637444312942,0.05204716550153476,
anchor,dgp1,1200,10,500,5,9,depth 3,1.1563607965824325,0.051477505216215955,
anchor,dgp1,1200,10,500,5,9,selected,1.1563607965824325,0.051477505216215955,depth 3
anchor,dgp1,1200,10,500,5,9,oracle depth,,0.051477505216215955,
anchor,dgp1,1200,10,500,5,10,RF,1.229860670934505,0.057682285677586646,
anchor,dgp1,1200,10,500,5,10,tree,1.2365462419487332,0.05530906252317922,
anchor,dgp1,1200,10,500,5,10,depth 1,1.2310587239391355,0.05168172171106011,
anchor,dgp1,1200,10,500,5,10,depth 2,1.2284393825895121,0.050981690496390036,
anchor,dgp1,1200,10,500,5,10,depth 3,1.2275136941058378,0.050908404191931544,
anchor,dgp1,1200,10,500,5,10,selected,1.2310587239391355,0.05168172171106011,depth 1
anchor,dgp1,1200,10,500,5,10,oracle depth,,0.050908404191931544,
anchor,dgp1,1200,10,500,5,11,RF,1.2672690716726067,0.04480302019895575,
anchor,dgp1,1200,10,500,5,11,tree,1.2518994797839995,0.041350136070224794,
anchor,dgp1,1200,10,500,5,11,depth 1,1.2516982680456135,0.03904371988445304,
anchor,dgp1,1200,10,500,5,11,depth 2,1.2522048375963246,0.03815111065621563,
anchor,dgp1,1200,10,500,5,11,depth 3,1.2535678657138065,0.03829212312248586,
anchor,dgp1,1200,10,500,5,11,selected,1.2522048375963246,0.03815111065621563,depth 2
anchor,dgp1,1200,10,500,5,11,oracle depth,,0.03815111065621563,
anchor,dgp1,1200,10,500,5,12,RF,1.3012334925847042,0.056771691986493254,
anchor,dgp1,1200,10,500,5,12,tree,1.288597789631662,0.05358285135873955,
anchor,dgp1,1200,10,500,5,12,depth 1,1.2882465603576654,0.05129862617664454,
anchor,dgp1,1200,10,500,5,12,depth 2,1.2891024396090618,0.05055372916452664,
anchor,dgp1,1200,10,500,5,12,depth 3,1.2901673862064682,0.05043140778687325,
anchor,dgp1,1200,10,500,5,12,selected,1.2901673862064682,0.05043140778687325,depth 3
anchor,dgp1,1200,10,500,5,12,oracle depth,,0.05043140778687325,
anchor,dgp1,1200,10,500,5,13,RF,1.362524156919779,0.042575103804074504,
anchor,dgp1,1200,10,500,5,13,tree,1.365531683987656,0.044352435886620675,
anchor,dgp1,1200,10,500,5,13,depth 1,1.3644264078701651,0.04092695480319381,
anchor,dgp1,1200,10,500,5,13,depth 2,1.3637634912460108,0.0396670301672798,
anchor,dgp1,1200,10,500,5,13,depth 3,1.3634905416572647,0.039145372063268916,
anchor,dgp1,1200,10,500,5,13,selected,1.3634905416572647,0.039145372063268916,depth 3
anchor,dgp1,1200,10,500,5,13,oracle depth,,0.039145372063268916,
anchor,dgp1,1200,10,500,5,14,RF,1.3229596587512429,0.06267869122093658,
anchor,dgp1,1200,10,500,5,14,tree,1.3140033951900298,0.058800180421432674,
anchor,dgp1,1200,10,500,5,14,depth 1,1.3120428160167878,0.05518110804211816,
anchor,dgp1,1200,10,500,5,14,depth 2,1.3128787224835905,0.05465103871696142,
anchor,dgp1,1200,10,500,5,14,depth 3,1.3140471396127102,0.05512337388025693,
anchor,dgp1,1200,10,500,5,14,selected,1.3140471396127102,0.05512337388025693,depth 3
anchor,dgp1,1200,10,500,5,14,oracle depth,,0.05465103871696142,
anchor,dgp1,1200,10,500,5,15,RF,1.3150472840401886,0.051245693907123475,
anchor,dgp1,1200,10,500,5,15,tree,1.3053157024370394,0.04395111338169967,
anchor,dgp1,1200,10,500,5,15,depth 1,1.3039574968810261,0.043248331880426955,
anchor,dgp1,1200,10,500,5,15,depth 2,1.3040367838041986,0.043530826090826966,
anchor,dgp1,1200,10,500,5,15,depth 3,1.3049977502558778,0.044227016963071186,
anchor,dgp1,1200,10,500,5,15,selected,1.3049977502558778,0.044227016963071186,depth 3
anchor,dgp1,1200,10,500,5,15,oracle depth,,0.043248331880426955,
anchor,dgp1,1200,10,500,5,16,RF,1.252653276539571,0.05208448480446414,
anchor,dgp1,1200,10,500,5,16,tree,1.2593767809171947,0.04812205367092307,
anchor,dgp1,1200,10,500,5,16,depth 1,1.2542188037625264,0.04469478820410195,
anchor,dgp1,1200,10,500,5,16,depth 2,1.2520018337847034,0.04443465546944418,
anchor,dgp1,1200,10,500,5,16,depth 3,1.2511752047101807,0.04472090522106246,
anchor,dgp1,1200,10,500,5,16,selected,1.2511752047101807,0.04472090522106246,depth 3
anchor,dgp1,1200,10,500,5,16,oracle depth,,0.04443465546944418,
anchor,dgp1,1200,10,500,5,17,RF,1.2748590201651577,0.06089363165155376,
anchor,dgp1,1200,10,500,5,17,tree,1.2718143467308083,0.05506548808032016,
anchor,dgp1,1200,10,500,5,17,depth 1,1.270047702752169,0.052647774664429145,
anchor,dgp1,1200,10,500,5,17,depth 2,1.2693799340933318,0.05194783621931403,
anchor,dgp1,1200,10,500,5,17,depth 3,1.2691918856205797,0.05230564932992824,
anchor,dgp1,1200,10,500,5,17,selected,1.2693799340933318,0.05194783621931403,depth 2
anchor,dgp1,1200,10,500,5,17,oracle depth,,0.05194783621931403,
anchor,dgp1,1200,10,500,5,18,RF,1.3066491658714239,0.054138488317778524,
anchor,dgp1,1200,10,500,5,18,tree,1.3081474953550423,0.05354654799876028,
anchor,dgp1,1200,10,500,5,18,depth 1,1.3031592786749937,0.05039960521025954,
anchor,dgp1,1200,10,500,5,18,depth 2,1.3018471752200729,0.04954023818454325,
anchor,dgp1,1200,10,500,5,18,depth 3,1.301549508834756,0.04952782721748965,
anchor,dgp1,1200,10,500,5,18,selected,1.3018471752200729,0.04954023818454325,depth 2
anchor,dgp1,1200,10,500,5,18,oracle depth,,0.04952782721748965,
anchor,dgp1,1200,10,500,5,19,RF,1.2883272598725037,0.07938903893117398,
anchor,dgp1,1200,10,500,5,19,tree,1.287627609015698,0.07740689494995139,
anchor,dgp1,1200,10,500,5,19,depth 1,1.282129382569307,0.07231695263391524,
anchor,dgp1,1200,10,500,5,19,depth 2,1.280987202105386,0.07103810711476732,
anchor,dgp1,1200,10,500,5,19,depth 3,1.2818081572400322,0.07149203903273536,
anchor,dgp1,1200,10,500,5,19,selected,1.2818081572400322,0.07149203903273536,depth 3
anchor,dgp1,1200,10,500,5,19,oracle depth,,0.07103810711476732,
anchor,dgp2,300,10,10,5,0,RF,0.7094497558796817,0.07048388288649966,
anchor,dgp2,300,10,10,5,0,tree,0.6910718799119143,0.058496477479048195,
anchor,dgp2,300,10,10,5,0,depth 1,0.6922994659644539,0.0573112536118068,
anchor,dgp2,300,10,10,5,0,depth 2,0.6909184025817559,0.05638849991530274,
anchor,dgp2,300,10,10,5,0,depth 3,0.6947551034798486,0.05896597812992879,
anchor,dgp2,300,10,10,5,0,selected,0.6910718799119143,0.058496477479048195,tree
anchor,dgp2,300,10,10,5,0,oracle depth,,0.05638849991530274,
anchor,dgp2,300,10,10,5,1,RF,0.814239802354639,0.0866617689063646,
anchor,dgp2,300,10,10,5,1,tree,0.7976534789972931,0.0715045347736351,
anchor,dgp2,300,10,10,5,1,depth 1,0.7946606503437255,0.06869411731421608,
anchor,dgp2,300,10,10,5,1,depth 2,0.794385894783085,0.06922646557368291,
anchor,dgp2,300,10,10,5,1,depth 3,0.7933352791134664,0.06963773153901195,
anchor,dgp2,300,10,10,5,1,selected,0.7976534789972931,0.0715045347736351,tree
anchor,dgp2,300,10,10,5,1,oracle depth,,0.06869411731421608,
anchor,dgp2,300,10,10,5,2,RF,0.7540155654706132,0.1037327696425933,
anchor,dgp2,300,10,10,5,2,tree,0.7295752757817345,0.07905854579219267,
anchor,dgp2,300,10,10,5,2,depth 1,0.732717606886859,0.08284715851140963,
anchor,dgp2,300,10,10,5,2,depth 2,0.7349140251508463,0.08599048351197638,
anchor,dgp2,300,10,10,5,2,depth 3,0.7329445976541799,0.08451514971605137,
anchor,dgp2,300,10,10,5,2,selected,0.7295752757817345,0.07905854579219267,tree
anchor,dgp2,300,10,10,5,2,oracle depth,,0.07905854579219267,
anchor,dgp2,300,10,10,5,3,RF,0.786110443792646,0.06642099079896889,
anchor,dgp2,300,10,10,5,3,tree,0.7838345487369197,0.0588733679156679,
anchor,dgp2,300,10,10,5,3,depth 1,0.7806872542950214,0.0556948363229666,
anchor,dgp2,300,10,10,5,3,depth 2,0.7804854139040814,0.05559216834458035,
anchor,dgp2,300,10,10,5,3,depth 3,0.7809268545650931,0.05717165701329915,
anchor,dgp2,300,10,10,5,3,selected,0.7838345487369197,0.0588733679156679,tree
anchor,dgp2,300,10,10,5,3,oracle depth,,0.05559216834458035,
anchor,dgp2,300,10,10,5,4,RF,0.778740651743296,0.08876299068925052,
anchor,dgp2,300,10,10,5,4,tree,0.7624614800440465,0.07097838797413115,
anchor,dgp2,300,10,10,5,4,depth 1,0.7634178895635556,0.07274169557341505,
anchor,dgp2,300,10,10,5,4,depth 2,0.7631152836169159,0.07340136636131085,
anchor,dgp2,300,10,10,5,4,depth 3,0.7624267955418181,0.07324069918376863,
anchor,dgp2,300,10,10,5,4,selected,0.7624614800440465,0.07097838797413115,tree
anchor,dgp2,300,10,10,5,4,oracle depth,,0.07097838797413115,
anchor,dgp2,300,10,10,5,5,RF,0.8260528170341831,0.0871523742649874,
anchor,dgp2,300,10,10,5,5,tree,0.8081004270911023,0.0709803705891001,
anchor,dgp2,300,10,10,5,5,depth 1,0.8085556570723847,0.06950323026253576,
anchor,dgp2,300,10,10,5,5,depth 2,0.8109330335727273,0.07274886409565205,
anchor,dgp2,300,10,10,5,5,depth 3,0.8143650310219052,0.07467448654437037,
anchor,dgp2,300,10,10,5,5,selected,0.8085556570723847,0.06950323026253576,depth 1
anchor,dgp2,300,10,10,5,5,oracle depth,,0.06950323026253576,
anchor,dgp2,300,10,10,5,6,RF,0.7816379256322517,0.09800871134241718,
anchor,dgp2,300,10,10,5,6,tree,0.7572949741255346,0.0759572752042259,
anchor,dgp2,300,10,10,5,6,depth 1,0.7614352425457782,0.081570434464967,
anchor,dgp2,300,10,10,5,6,depth 2,0.7636945760519287,0.08200341317033459,
anchor,dgp2,300,10,10,5,6,depth 3,0.7631846380782052,0.08345430438568005,
anchor,dgp2,300,10,10,5,6,selected,0.7572949741255346,0.0759572752042259,tree
anchor,dgp2,300,10,10,5,6,oracle depth,,0.0759572752042259,
anchor,dgp2,300,10,10,5,7,RF,0.8186448899145465,0.10116020972619291,
anchor,dgp2,300,10,10,5,7,tree,0.8055115090322906,0.08588325179684723,
anchor,dgp2,300,10,10,5,7,depth 1,0.8061284066067609,0.08704418897486675,
anchor,dgp2,300,10,10,5,7,depth 2,0.8066392384926858,0.08701705053695927,
anchor,dgp2,300,10,10,5,7,depth 3,0.8067646210129954,0.08742348105802768,
anchor,dgp2,300,10,10,5,7,selected,0.8055115090322906,0.08588325179684723,tree
anchor,dgp2,300,10,10,5,7,oracle depth,,0.08588325179684723,
anchor,dgp2,300,10,10,5,8,RF,0.8532472879873333,0.09048322293287504,
anchor,dgp2,300,10,10,5,8,tree,0.8275065513049656,0.0727419903201161,
anchor,dgp2,300,10,10,5,8,depth 1,0.8300919050085537,0.0726331568774179,
anchor,dgp2,300,10,10,5,8,depth 2,0.8320147627767659,0.07242525688625046,
anchor,dgp2,300,10,10,5,8,depth 3,0.8330855898740307,0.07377568647316601,
anchor,dgp2,300,10,10,5,8,selected,0.8275065513049656,0.0727419903201161,tree
anchor,dgp2,300,10,10,5,8,oracle depth,,0.07242525688625046,
anchor,dgp2,300,10,10,5,9,RF,0.7663609490064591,0.10389559581443486,
anchor,dgp2,300,10,10,5,9,tree,0.7479645488911462,0.08635704620726173,
anchor,dgp2,300,10,10,5,9,depth 1,0.7440126385571847,0.08245874767412695,
anchor,dgp2,300,10,10,5,9,depth 2,0.7487009758550945,0.08581493996781743,
anchor,dgp2,300,10,10,5,9,depth 3,0.7502417994395504,0.0873739213809876,
anchor,dgp2,300,10,10,5,9,selected,0.7440126385571847,0.08245874767412695,depth 1
anchor,dgp2,300,10,10,5,9,oracle depth,,0.08245874767412695,
anchor,dgp2,300,10,10,5,10,RF,0.8128547394559416,0.05660889027142628,
anchor,dgp2,300,10,10,5,10,tree,0.8026549749238666,0.0471633476652526,
anchor,dgp2,300,10,10,5,10,depth 1,0.8022037358712616,0.047157320039800416,
anchor,dgp2,300,10,10,5,10,depth 2,0.8002222333245903,0.04467664503401141,
anchor,dgp2,300,10,10,5,10,depth 3,0.802035755757015,0.04550391874530326,
anchor,dgp2,300,10,10,5,10,selected,0.8002222333245903,0.04467664503401141,depth 2
anchor,dgp2,300,10,10,5,10,oracle depth,,0.04467664503401141,
anchor,dgp2,300,10,10,5,11,RF,0.7612731404508533,0.12830068832091512,
anchor,dgp2,300,10,10,5,11,tree,0.7199111372037273,0.08736683909549796,
anchor,dgp2,300,10,10,5,11,depth 1,0.7228289379612327,0.09116013372487748,
anchor,dgp2,300,10,10,5,11,depth 2,0.7319605975655663,0.09904998883913434,
anchor,dgp2,300,10,10,5,11,depth 3,0.731744350770471,0.09824534354597589,
anchor,dgp2,300,10,10,5,11,selected,0.7199111372037273,0.08736683909549796,tree
anchor,dgp2,300,10,10,5,11,oracle depth,,0.08736683909549796,
anchor,dgp2,300,10,10,5,12,RF,0.8897778797486756,0.0729436968789079,
anchor,dgp2,300,10,10,5,12,tree,0.8758287654116889,0.062256255731044575,
anchor,dgp2,300,10,10,5,12,depth 1,0.8780145215288178,0.06297854801289761,
anchor,dgp2,300,10,10,5,12,depth 2,0.8769042620939295,0.06087587955602423,
anchor,dgp2,300,10,10,5,12,depth 3,0.8783068282773053,0.06251385109549064,
anchor,dgp2,300,10,10,5,12,selected,0.8769042620939295,0.06087587955602423,depth 2
anchor,dgp2,300,10,10,5,12,oracle depth,,0.06087587955602423,
anchor,dgp2,300,10,10,5,13,RF,0.640157971346034,0.07071400368169246,
anchor,dgp2,300,10,10,5,13,tree,0.6351524856748325,0.06271576173729915,
anchor,dgp2,300,10,10,5,13,depth 1,0.6321336027305521,0.05969742564706798,
anchor,dgp2,300,10,10,5,13,depth 2,0.6305319680686343,0.05900043206594386,
anchor,dgp2,300,10,10,5,13,depth 3,0.6305323064622151,0.05880291497038047,
anchor,dgp2,300,10,10,5,13,selected,0.6321336027305521,0.05969742564706798,depth 1
anchor,dgp2,300,10,10,5,13,oracle depth,,0.05880291497038047,
anchor,dgp2,300,10,10,5,14,RF,0.7134493595662698,0.07901227468862836,
anchor,dgp2,300,10,10,5,14,tree,0.6988033462910106,0.06476838004026741,
anchor,dgp2,300,10,10,5,14,depth 1,0.7014136973211834,0.06706781578426513,
anchor,dgp2,300,10,10,5,14,depth 2,0.7032683178992234,0.06835305381321916,
anchor,dgp2,300,10,10,5,14,depth 3,0.702708708908411,0.06722101792072112,
anchor,dgp2,300,10,10,5,14,selected,0.6988033462910106,0.06476838004026741,tree
